"crossdefense_direction","crossdefense_helped","crossdefense_phase","crossdefense_defense","crossdefense_time","crossdefense_successfail","defense0Position","startDefense","allianceColor","defense5Position","matchNumber","defense1Position","withBall","defense4Position","defense3Position","scouterName","defense2Position","teamNumber","scouterNotes","Shoot_goal","Shoot_location","Shoot_timestamp","Shoot_phase","Shoot_goalHeight","Shoot_defender","Shoot_scoremiss","loadBall_location","loadBall_phase","loadBall_floorair","loadBall_successfail","dropball_location","dropball_fumbleeject","challenge_phase","challenge_successfail","Defend_goal","Defend_phase","Defend_blockscore","challenge_partOfBatter","Reach_phase","Reach_defense","climb_partOfBatter","climb_phase","climb_successfail"
"cross","false","teleop","3",2100,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3300,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",6000,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2200,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",5700,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2100,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2700,"success","SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","89","LowBar","true","SallyPort","Moat","Kobe","Cheval","64","",,,,,,,,,,,,,,,,,,,,,,"right","teleop","success"
"cross","false","autonomous","2",7500,"fail","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!","Left","courtyard",1456889635000,"autonomous","Low","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1600,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1000,"fail","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1500,"fail","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1700,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1600,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",4100,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","2",4000,"fail","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",7700,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","2",7300,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",6900,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1500,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",6300,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2000,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",7200,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2100,"fail","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2500,"success","SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Portcullis","red","RoughTerrain","15","LowBar","true","SallyPort","Ramparts","Kobe","Portcullis","65","These are notes!",,,,,,,,,,,,,,,,,,,,,,"right","teleop","success"
,,,,,,"SpyBot","Ramparts","red","RockWall","111","LowBar","true","SallyPort","Moat","Kobe","Cheval","68","",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RockWall","111","LowBar","true","SallyPort","Moat","Kobe","Cheval","68","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RockWall","111","LowBar","true","SallyPort","Moat","Kobe","Cheval","68","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RockWall","111","LowBar","true","SallyPort","Moat","Kobe","Cheval","68","",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RockWall","111","LowBar","true","SallyPort","Moat","Kobe","Cheval","68","",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
"cross","false","teleop","1",1700,"success","SpyBot","Ramparts","red","RockWall","111","LowBar","true","SallyPort","Moat","Kobe","Cheval","68","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","114","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","block",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","114","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","block",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","114","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","114","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","114","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"lowLeft","teleop","block",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","150","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","150","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","150","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"highCenter","teleop","block",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","150","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"highCenter","teleop","block",,,,,,
,,,,,,"SpyBot","Ramparts","red","RoughTerrain","150","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowRight","teleop","block",,,,,,
"cross","false","teleop","1",1800,"fail","SpyBot","Ramparts","red","RoughTerrain","150","LowBar","true","Drawbridge","Ramparts","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","60","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowRight","teleop","block",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","60","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowLeft","teleop","block",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","60","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","60","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"highLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","60","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","60","LowBar","true","Drawbridge","Moat","Kobe","Portcullis","68","",,,,,,,,,,,,,,,,"lowLeft","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","96","LowBar","true","SallyPort","Moat","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highRight","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","96","LowBar","true","SallyPort","Moat","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highCenter","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","96","LowBar","true","SallyPort","Moat","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","block",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","96","LowBar","true","SallyPort","Moat","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"lowRight","teleop","score",,,,,,
,,,,,,"SpyBot","Moat","red","RockWall","96","LowBar","true","SallyPort","Moat","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,"highLeft","teleop","block",,,,,,
"cross","false","teleop","1",1800,"fail","SpyBot","Moat","red","RockWall","96","LowBar","true","SallyPort","Moat","Kobe","Portcullis","68","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3900,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","","Center","outerworks",1456889850000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3300,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",2600,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","","Center","batter",1456889850000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1800,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",1200,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","1",2100,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",2600,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","","Left","outerworks",1456889850000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2500,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",1700,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","","Left","courtyard",1456889850000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1200,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",2700,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","","Left","batter",1456889850000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","1",2900,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","1",1400,"success","SpyBot","RockWall","red","RockWall","75","LowBar","true","SallyPort","Ramparts","Kobe","Cheval","7","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3900,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!","Center","batter",1456889771000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",3800,"fail","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!","Center","batter",1456889771000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","3",3700,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"enemycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",3400,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!","Center","batter",1456889771000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",4600,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",7500,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!","Left","outerworks",1456889771000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","1",1800,"success","SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!","Left","batter",1456889771000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","red","RockWall","53","LowBar","true","SallyPort","Moat","Kobe","Cheval","70","These are notes!",,,,,,,,,,,,,,"teleop","fail",,,,,,,,,
"cross","false","teleop","5",2900,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!","Center","courtyard",1456890062000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2900,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2300,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!","Center","batter",1456890062000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2800,"fail","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2700,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!","Center","outerworks",1456890062000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2600,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2800,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!","Center","outerworks",1456890062000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2200,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2200,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!","Center","courtyard",1456890062000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2300,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2300,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!","Center","courtyard",1456890062000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2600,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",3000,"success","SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","red","RoughTerrain","134","LowBar","true","Drawbridge","Moat","Kobe","Cheval","71","These are notes!",,,,,,,,,,,,,,,,,,,,,,"right","teleop","success"
"cross","false","teleop","1",1100,"success","SpyBot","Ramparts","red","RockWall","25","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","75","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",2000,"success","SpyBot","Ramparts","red","RockWall","25","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","75","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1400,"success","SpyBot","Ramparts","red","RockWall","25","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","75","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Ramparts","red","RockWall","25","LowBar","true","Drawbridge","Ramparts","Kobe","Cheval","75","",,,,,,,,,,,,,,"teleop","success",,,,"center",,,,,
